show_id,type,title,director,date_added,release_year,rating,duration,listed_in,Platform
s208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,"August 27, 2021",2008,3.5,119 min,"Action & Adventure, International Movies, Music & Musicals",Netflix
s209,Movie,Once Upon a Time in Mumbaai,Milan Luthria,"August 27, 2021",2010,7.4,133 min,"Dramas, International Movies, Music & Musicals",Netflix
s210,Movie,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,"August 27, 2021",2013,4.4,142 min,"Dramas, International Movies, Music & Musicals",Netflix
s211,Movie,Ragini MMS,Pawan Kripalani,"August 27, 2021",2011,4.1,93 min,"Horror Movies, International Movies",Netflix
s212,Movie,Ragini MMS 2,Bhushan Patel,"August 27, 2021",2014,3.9,113 min,"Horror Movies, International Movies",Netflix
s213,TV Show,Rebellion,,"August 27, 2021",2016,7.1,2 Seasons,"International TV Shows, TV Dramas",Netflix
s214,TV Show,RIDE ON TIME,,"August 27, 2021",2021,2.4,3 Seasons,"Docuseries, International TV Shows",Netflix
s215,Movie,SAS: Rise of the Black Swan,Magnus Martens,"August 27, 2021",2021,5.3,124 min,"Action & Adventure, International Movies",Netflix
s216,Movie,Shootout at Lokhandwala,Apoorva Lakhia,"August 27, 2021",2007,7.1,116 min,"Action & Adventure, Dramas, International Movies",Netflix
s217,Movie,Shor In the City,"Raj Nidimoru, Krishna D.K.","August 27, 2021",2011,7.2,106 min,"Comedies, Dramas, Independent Movies",Netflix
s218,Movie,The Dirty Picture,Milan Luthria,"August 27, 2021",2011,6.6,145 min,"Comedies, Dramas, International Movies",Netflix
s219,TV Show,Titletown High,,"August 27, 2021",2021,5.7,1 Season,"Reality TV, Teen TV Shows",Netflix
s220,TV Show,EDENS ZERO,,"August 26, 2021",2021,7.1,1 Season,"Anime Series, International TV Shows",Netflix
s221,TV Show,Family Reunion,,"August 26, 2021",2021,6.6,4 Seasons,"Kids' TV, TV Comedies",Netflix
s222,Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",Joshua Rofé,"August 25, 2021",2021,6.9,93 min,Documentaries,Netflix
s223,TV Show,Clickbait,Brad Anderson,"August 25, 2021",2021,7.2,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Netflix
s224,TV Show,John of God: The Crimes of a Spiritual Healer,"Mauricio Dias, Tatiana Villela","August 25, 2021",2021,6.5,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Netflix
s225,TV Show,Motel Makeover,,"August 25, 2021",2021,5.0,1 Season,"International TV Shows, Reality TV",Netflix
s226,TV Show,Open Your Eyes,,"August 25, 2021",2021,7.7,1 Season,"International TV Shows, TV Dramas, TV Mysteries",Netflix
s227,TV Show,Post Mortem: No One Dies in Skarnes,,"August 25, 2021",2021,7.0,1 Season,"International TV Shows, TV Comedies, TV Dramas",Netflix
s228,Movie,Really Love,Angel Kristi Williams,"August 25, 2021",2020,6.8,95 min,"Dramas, Independent Movies, Romantic Movies",Netflix
s229,Movie,The November Man,Roger Donaldson,"August 25, 2021",2014,6.3,108 min,Action & Adventure,Netflix
s230,Movie,The Old Ways,Christopher Alender,"August 25, 2021",2020,5.4,90 min,Horror Movies,Netflix
s231,Movie,The River Runner,Rush Sturges,"August 25, 2021",2021,6.9,86 min,"Documentaries, Sports Movies",Netflix
s232,Movie,The Water Man,David Oyelowo,"August 25, 2021",2021,5.6,92 min,"Children & Family Movies, Dramas",Netflix
s233,TV Show,Wheel of Fortune,,"August 25, 2021",2019,6.7,3 Seasons,Reality TV,Netflix
s234,Movie,Count Me In,Mark Lo,"August 24, 2021",2021,6.8,82 min,"Documentaries, Music & Musicals",Netflix
s235,TV Show,Oggy Oggy,,"August 24, 2021",2021,7.5,1 Season,"Kids' TV, TV Comedies",Netflix
s236,Movie,Untold: Caitlyn Jenner,Crystal Moselle,"August 24, 2021",2021,1.4,70 min,"Documentaries, LGBTQ Movies, Sports Movies",Netflix
s237,Movie,Boomika,Rathindran R Prasad,"August 23, 2021",2021,5.0,122 min,"Horror Movies, International Movies, Thrillers",Netflix
s238,Movie,Boomika (Hindi),Rathindran R Prasad,"August 23, 2021",2021,,122 min,"Horror Movies, International Movies, Thrillers",Netflix
s239,Movie,Boomika (Malayalam),Rathindran R Prasad,"August 23, 2021",2021,,122 min,"Horror Movies, International Movies, Thrillers",Netflix
s240,Movie,Boomika (Telugu),Rathindran R Prasad,"August 23, 2021",2021,,122 min,"Horror Movies, International Movies, Thrillers",Netflix
s241,Movie,The Witcher: Nightmare of the Wolf,Han Kwang Il,"August 23, 2021",2021,7.2,84 min,"Action & Adventure, Anime Features",Netflix
s242,TV Show,Manifest,,"August 21, 2021",2021,7.0,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",Netflix
s243,TV Show,Comedy Premium League,,"August 20, 2021",2021,4.9,1 Season,"International TV Shows, TV Comedies",Netflix
s244,TV Show,Everything Will Be Fine,,"August 20, 2021",2021,6.3,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix
s245,Movie,Gunshot,Karim El Shenawy,"August 20, 2021",2018,6.8,96 min,"Dramas, International Movies, Thrillers",Netflix
s246,TV Show,Korean Cold Noodle Rhapsody,,"August 20, 2021",2021,7.3,1 Season,"Docuseries, International TV Shows",Netflix
s247,Movie,Man in Love,Yin Chen-hao,"August 20, 2021",2021,7.1,115 min,"Dramas, International Movies, Romantic Movies",Netflix
s248,Movie,Sweet Girl,Brian Andrew Mendoza,"August 20, 2021",2021,5.5,110 min,"Action & Adventure, Dramas",Netflix
s249,TV Show,The Chair,,"August 20, 2021",2021,6.8,1 Season,"TV Comedies, TV Dramas",Netflix
s250,Movie,The Loud House Movie,Dave Needham,"August 20, 2021",2021,6.1,88 min,"Children & Family Movies, Comedies, Music & Musicals",Netflix
s251,Movie,A Faraway Land,Veronica Velasco,"August 19, 2021",2020,5.0,102 min,"Dramas, International Movies, Romantic Movies",Netflix
s252,Movie,Like Crazy,Drake Doremus,"August 19, 2021",2011,6.6,91 min,"Dramas, Independent Movies, Romantic Movies",Netflix
s253,Movie,Black Island,Miguel Alexandre,"August 18, 2021",2021,5.2,105 min,"International Movies, Thrillers",Netflix
s254,Movie,Bombay,Mani Ratnam,"August 18, 2021",1995,9.5,135 min,"Dramas, International Movies, Romantic Movies",Netflix
s255,TV Show,Go! Go! Cory Carson,,"August 18, 2021",2021,7.8,5 Seasons,Kids' TV,Netflix
s256,Movie,Memories of a Murderer: The Nilsen Tapes,Michael Harte,"August 18, 2021",2021,6.3,86 min,"Documentaries, International Movies",Netflix
s257,Movie,Nneka The Pretty Serpent,Tosin Igho,"August 18, 2021",2020,4.1,140 min,"Dramas, International Movies",Netflix
s258,Movie,O Kadhal Kanmani,Mani Ratnam,"August 18, 2021",2015,7.4,133 min,"Dramas, International Movies, Romantic Movies",Netflix
s259,Movie,Out of my league,Alice Filippi,"August 18, 2021",2020,6.4,92 min,"Comedies, Dramas, International Movies",Netflix
s260,Movie,Pahuna,Paakhi Tyrewala,"August 18, 2021",2018,5.4,82 min,"Comedies, Dramas, International Movies",Netflix
s261,TV Show,The Defeated,,"August 18, 2021",2020,7.1,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
s262,Movie,The Secret Diary of an Exchange Student,Bruno Garotti,"August 18, 2021",2021,5.4,97 min,"Comedies, International Movies, Romantic Movies",Netflix
s263,Movie,Untold: Deal With the Devil,Laura Brownson,"August 18, 2021",2021,,78 min,"Documentaries, LGBTQ Movies, Sports Movies",Netflix
s264,TV Show,Mother Goose Club,,"August 16, 2021",2016,7.1,2 Seasons,Kids' TV,Netflix
s265,Movie,Walk of Shame,Steve Brill,"August 16, 2021",2014,6.0,94 min,"Comedies, Independent Movies",Netflix
s266,TV Show,Rascal Does Not Dream of Bunny Girl Senpai,,"August 15, 2021",2018,8.0,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",Netflix
s267,TV Show,The Creative Indians,,"August 15, 2021",2020,8.3,1 Season,"Docuseries, International TV Shows",Netflix
s268,Movie,The Piano,Jane Campion,"August 15, 2021",1993,7.5,121 min,"Classic Movies, Dramas, Independent Movies",Netflix
s269,Movie,Unroyal,Moses Inwang,"August 15, 2021",2020,5.1,97 min,"Dramas, International Movies",Netflix
s270,TV Show,Winx Club,,"August 15, 2021",2015,6.3,2 Seasons,Kids' TV,Netflix
s271,Movie,Beckett,Ferdinando Cito Filomarino,"August 13, 2021",2021,5.7,110 min,Action & Adventure,Netflix
s272,TV Show,Brand New Cherry Flavor,,"August 13, 2021",2021,7.1,1 Season,"TV Dramas, TV Horror, TV Mysteries",Netflix
s273,TV Show,Fast & Furious Spy Racers,,"August 13, 2021",2021,5.9,5 Seasons,Kids' TV,Netflix
s274,TV Show,Gone for Good,Juan Carlos Medina,"August 13, 2021",2021,6.3,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
s275,TV Show,Grace and Frankie,,"August 13, 2021",2021,8.2,7 Seasons,"TV Comedies, TV Dramas",Netflix
s276,TV Show,The Kingdom,,"August 13, 2021",2021,8.5,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
s277,TV Show,Valeria,Inma Torrente,"August 13, 2021",2021,6.7,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix
s278,TV Show,AlRawabi School for Girls,,"August 12, 2021",2021,7.1,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",Netflix
s279,Movie,Lokillo: Nothing's the Same,Julián Gaviria,"August 12, 2021",2021,5.1,64 min,Stand-Up Comedy,Netflix
s280,Movie,Monster Hunter: Legends of the Guild,Steven Yamamoto,"August 12, 2021",2021,5.2,59 min,"Action & Adventure, Anime Features, Children & Family Movies",Netflix
s281,TV Show,Bake Squad,,"August 11, 2021",2021,6.9,1 Season,Reality TV,Netflix
s282,Movie,Brother Jekwu,Charles Uwagbai,"August 11, 2021",2016,,101 min,"Comedies, International Movies",Netflix
s283,Movie,La diosa del asfalto,Julián Hernández,"August 11, 2021",2020,5.2,127 min,"Dramas, Independent Movies, International Movies",Netflix
s284,Movie,Misha and the Wolves,Sam Hobkinson,"August 11, 2021",2021,6.6,90 min,"Documentaries, International Movies",Netflix
s285,Movie,The Kissing Booth 3,Vince Marcello,"August 11, 2021",2021,4.8,114 min,"Comedies, Romantic Movies",Netflix
s286,Movie,The Railway Man,Jonathan Teplitzky,"August 11, 2021",2013,7.1,108 min,"Dramas, International Movies",Netflix
s287,TV Show,Gabby's Dollhouse,,"August 10, 2021",2021,,2 Seasons,Kids' TV,Netflix
s288,TV Show,I Need Romance,Sakon Tiacharoen,"August 10, 2021",2021,7.0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
s289,TV Show,Las muñecas de la mafia,,"August 10, 2021",2018,6.4,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
s290,TV Show,The Crowned Clown,,"August 10, 2021",2019,8.0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
s291,Movie,Untold: Malice at the Palace,Floyd Russ,"August 10, 2021",2021,,70 min,"Documentaries, Sports Movies",Netflix
s292,TV Show,SHAMAN KING,,"August 9, 2021",2021,8.0,1 Season,"Anime Series, International TV Shows",Netflix
s293,Movie,Quartet,Dustin Hoffman,"August 8, 2021",2012,6.8,98 min,"Comedies, Dramas, Independent Movies",Netflix
s294,Movie,Slay,Adze Ugah,"August 8, 2021",2021,6.5,86 min,"Comedies, International Movies, Romantic Movies",Netflix
s295,Movie,Takizawa Kabuki ZERO 2020 The Movie,Hideaki Takizawa,"August 7, 2021",2020,7.0,139 min,"International Movies, Music & Musicals",Netflix
s296,Movie,The Paper Tigers,Quoc Bao Tran,"August 7, 2021",2021,6.3,111 min,"Action & Adventure, Comedies",Netflix
s297,TV Show,Hit & Run,,"August 6, 2021",2021,6.1,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries",Netflix
s298,TV Show,Navarasa,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon","August 6, 2021",2021,5.8,1 Season,TV Shows,Netflix
s299,Movie,Quam's Money,Kayode Kasum,"August 6, 2021",2020,4.5,115 min,"Comedies, Dramas, International Movies",Netflix
s300,Movie,The Swarm,Just Philippot,"August 6, 2021",2021,4.5,102 min,"Horror Movies, Independent Movies, International Movies",Netflix
s301,Movie,Vivo,"Kirk DeMicco, Brandon Jeffords","August 6, 2021",2021,6.7,100 min,"Children & Family Movies, Music & Musicals",Netflix
s302,Movie,Chennai Express,Rohit Shetty,"August 5, 2021",2013,6.2,135 min,"Action & Adventure, Comedies, International Movies",Netflix
s303,Movie,City of God: 10 Years Later,"Cavi Borges, Luciano Vidigal","August 5, 2021",2013,6.4,69 min,"Documentaries, International Movies",Netflix
s304,Movie,Esperando la carroza,Alejandro Doria,"August 5, 2021",1985,8.0,95 min,"Comedies, Cult Movies, International Movies",Netflix
s305,Movie,Lady Boss: The Jackie Collins Story,Laura Fairrie,"August 5, 2021",2021,6.9,97 min,Documentaries,Netflix
s306,Movie,Tango Feroz,Marcelo Piñeyro,"August 5, 2021",1993,6.7,124 min,"Classic Movies, Dramas, International Movies",Netflix
s307,Movie,'76,Izu Ojukwu,"August 4, 2021",2016,5.5,118 min,"Dramas, International Movies",Netflix
s308,Movie,Aftermath,Peter Winther,"August 4, 2021",2021,5.1,115 min,Horror Movies,Netflix
s309,Movie,American Masters: Inventing David Geffen,Susan Lacy,"August 4, 2021",2012,7.6,115 min,Movies,Netflix
s310,TV Show,Car Masters: Rust to Riches,,"August 4, 2021",2021,8.3,3 Seasons,Reality TV,Netflix
s311,TV Show,Cocaine Cowboys: The Kings of Miami,Billy Corben,"August 4, 2021",2021,7.1,1 Season,"Crime TV Shows, Docuseries",Netflix
s312,TV Show,Control Z,,"August 4, 2021",2021,6.8,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix
s313,TV Show,Cooking With Paris,,"August 4, 2021",2021,5.4,1 Season,Reality TV,Netflix
s314,TV Show,Autumn's Concerto,,"August 3, 2021",2009,7.8,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
s315,Movie,Heavy,James Mangold,"August 3, 2021",1995,6.6,104 min,"Dramas, Independent Movies, Romantic Movies",Netflix
s316,Movie,Ije: The Journey,Chineze Anyaene,"August 3, 2021",2010,6.2,106 min,"Dramas, International Movies",Netflix
s317,TV Show,Office Girls,Hsu Fu-chun,"August 3, 2021",2011,4.3,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
s318,Movie,Pray Away,Kristine Stolakis,"August 3, 2021",2021,6.5,102 min,"Documentaries, LGBTQ Movies",Netflix
s319,Movie,Shiny_Flakes: The Teenage Drug Lord,"Eva Müller, Michael Schmitt","August 3, 2021",2021,7.3,97 min,"Documentaries, International Movies",Netflix
s320,TV Show,The Prince Who Turns into a Frog,,"August 3, 2021",2005,6.9,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
s321,TV Show,Top Secret UFO Projects: Declassified,,"August 3, 2021",2021,5.6,1 Season,Docuseries,Netflix
s322,TV Show,Two Fathers,,"August 3, 2021",2013,7.9,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
s323,TV Show,You're My Destiny,,"August 3, 2021",2008,7.9,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
s324,TV Show,30 Rock,,"August 1, 2021",2012,8.3,7 Seasons,TV Comedies,Netflix
s325,TV Show,44 Cats,,"August 1, 2021",2020,5.8,3 Seasons,Kids' TV,Netflix
s326,Movie,Beethoven,Brian Levant,"August 1, 2021",1992,5.7,87 min,"Children & Family Movies, Comedies",Netflix
s327,Movie,Beethoven's 2nd,Rod Daniel,"August 1, 2021",1993,5.0,88 min,"Children & Family Movies, Comedies",Netflix
s328,Movie,Beowulf,Robert Zemeckis,"August 1, 2021",2007,6.3,114 min,"Action & Adventure, Sci-Fi & Fantasy",Netflix
s329,Movie,Boyka: Undisputed,Todor Chapkanov,"August 1, 2021",2016,6.9,90 min,Action & Adventure,Netflix
s330,Movie,Catch Me If You Can,Steven Spielberg,"August 1, 2021",2002,8.1,142 min,Dramas,Netflix
s331,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller","August 1, 2021",2009,6.9,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Netflix
s332,TV Show,Darwin’s Game,,"August 1, 2021",2020,7.2,1 Season,"Anime Series, International TV Shows, TV Thrillers",Netflix
s333,Movie,Deep Blue Sea,Renny Harlin,"August 1, 2021",1999,5.9,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Netflix
s334,Movie,Ferris Bueller's Day Off,John Hughes,"August 1, 2021",1986,7.8,103 min,"Classic Movies, Comedies, Cult Movies",Netflix
s335,Movie,Five Feet Apart,Justin Baldoni,"August 1, 2021",2019,7.2,116 min,"Dramas, Romantic Movies",Netflix
s336,Movie,Freedomland,Joe Roth,"August 1, 2021",2006,5.2,113 min,"Dramas, Thrillers",Netflix
s337,TV Show,Friday Night Lights,,"August 1, 2021",2010,8.7,5 Seasons,"TV Dramas, Teen TV Shows",Netflix
s338,Movie,Good Luck Chuck,Mark Helfrich,"August 1, 2021",2007,5.6,99 min,"Comedies, Romantic Movies",Netflix
s339,TV Show,Hunter X Hunter (2011),,"August 1, 2021",2014,9.0,6 Seasons,"Anime Series, International TV Shows",Netflix
s340,Movie,I missed you: Director's Cut,"Mag Hsu, Hsu Chih-yen","August 1, 2021",2021,5.6,96 min,"Dramas, Independent Movies, International Movies",Netflix
s341,Movie,Inception,Christopher Nolan,"August 1, 2021",2010,8.8,148 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",Netflix
s342,Movie,Magnolia,Paul Thomas Anderson,"August 1, 2021",1999,8.0,189 min,"Dramas, Independent Movies",Netflix
s343,Movie,Major Payne,Nick Castle,"August 1, 2021",1995,6.3,97 min,Comedies,Netflix
s344,Movie,My Girl,Howard Zieff,"August 1, 2021",1991,6.9,102 min,Dramas,Netflix
s345,Movie,My Girl 2,Howard Zieff,"August 1, 2021",1994,5.3,99 min,"Children & Family Movies, Comedies, Dramas",Netflix
s346,Movie,Open Season: Scared Silly,David Feiss,"August 1, 2021",2015,5.0,85 min,"Children & Family Movies, Comedies",Netflix
s347,Movie,Pineapple Express,David Gordon Green,"August 1, 2021",2008,6.9,112 min,"Action & Adventure, Comedies",Netflix
s348,Movie,Planet 51,Jorge Blanco,"August 1, 2021",2009,6.0,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Netflix
s349,Movie,Poms,Zara Hayes,"August 1, 2021",2019,6.8,91 min,Comedies,Netflix
s350,Movie,Seabiscuit,Gary Ross,"August 1, 2021",2003,7.3,141 min,"Dramas, Sports Movies",Netflix
s351,Movie,Space Cowboys,Clint Eastwood,"August 1, 2021",2000,6.5,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",Netflix
s352,Movie,Team America: World Police,Trey Parker,"August 1, 2021",2004,7.2,98 min,"Action & Adventure, Comedies, Cult Movies",Netflix
s353,Movie,The Edge of Seventeen,Kelly Fremon Craig,"August 1, 2021",2016,7.3,105 min,"Comedies, Dramas",Netflix
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,"August 1, 2021",2013,5.3,101 min,Horror Movies,Netflix
s355,Movie,The Last Boy Scout,Tony Scott,"August 1, 2021",1991,7.0,105 min,"Action & Adventure, Comedies",Netflix
s356,Movie,The Lincoln Lawyer,Brad Furman,"August 1, 2021",2011,7.8,118 min,"Dramas, Thrillers",Netflix
s357,Movie,The Losers,Sylvain White,"August 1, 2021",2010,6.2,97 min,Action & Adventure,Netflix
s358,Movie,The Machinist,Brad Anderson,"August 1, 2021",2004,7.6,102 min,"Dramas, Independent Movies, Thrillers",Netflix
s359,Movie,The Net,Irwin Winkler,"August 1, 2021",1995,6.0,114 min,Thrillers,Netflix
s360,Movie,The Original Kings of Comedy,Spike Lee,"August 1, 2021",2000,6.8,111 min,Stand-Up Comedy,Netflix
s361,Movie,Valentine's Day,Garry Marshall,"August 1, 2021",2010,5.8,125 min,"Comedies, Romantic Movies",Netflix
s362,TV Show,Charmed,,"July 31, 2021",2021,7.2,3 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",Netflix
